num	kind	unid	bie	term	desc	name	occur	xpath
373	ヘッダ部	UN01005562	BBIE	文書ヘッダ注釈識別子	文書ヘッダ注釈の識別番号	ram:ID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:AssociatedCIILDocumentLineDocument/ram:IncludedCINote/ram:ID
374	ヘッダ部	UN01014895	ASBIE	明細文書／統合文書ヘッダグループ	この統合文書が統合する明細文書に関するグループ。\n文書タイプが「統合文書」を指定する場合にこのグループは必須。「単一請求」の場合はこのクラスは実装しない。	ram:ReferenceCIReferencedDocument	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:AssociatedCIILDocumentLineDocument/ram:ReferenceCIReferencedDocument
375	ヘッダ部	UN01005579	ABIE	明細統合文書クラス	この統合文書が統合する明細文書に関する情報からなるクラス	ram:CIReferencedDocument	 -	
376	ヘッダ部	UN01005580	BBIE	統合明細文書番号	この統合文書が統合する明細文書の文書番号	ram:IssuerAssignedID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:AssociatedCIILDocumentLineDocument/ram:ReferenceCIReferencedDocument/ram:IssuerAssignedID
377	ヘッダ部	UN01005582	BBIE	統合明細文書発行日	この統合文書が統合する明細文書の発行日	ram:IssueDateTime	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:AssociatedCIILDocumentLineDocument/ram:ReferenceCIReferencedDocument/ram:IssueDateTime
378	ヘッダ部	UN01005588	BBIE	統合明細文書履歴番号	この統合文書が統合する明細文書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:AssociatedCIILDocumentLineDocument/ram:ReferenceCIReferencedDocument/ram:RevisionID
379	ヘッダ部	UN01009672	BBIE	統合明細文書タイプコード	この統合文書が統合する明細文書の文書タイプを識別するコード	ram:TypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:AssociatedCIILDocumentLineDocument/ram:ReferenceCIReferencedDocument/ram:TypeCode
380	ヘッダ部	UN01014899	BBIE	統合明細文書サブタイプコード	この統合文書が統合する明細文書の文書サブタイプを識別するコード	ram:SubtypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:AssociatedCIILDocumentLineDocument/ram:ReferenceCIReferencedDocument/ram:SubtypeCode
381	ヘッダ部	UN01005990	ASBIE	文書ヘッダ／契約グループ	文書ヘッダの契約に関するグループ。	ram:SpecifiedCIILSupplyChainTradeAgreement	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeAgreement
382	ヘッダ部	UN01005958	ABIE	文書ヘッダ契約クラス	文書ヘッダの契約に関する情報からなるクラス。	ram:CIILSupplyChainTradeAgreement	－	
383	ヘッダ部	UN01005960	ASBIE	文書ヘッダ契約／参照受注書グループ	文書ヘッダが参照する受注書に関するグループ。	ram:SellerOrderReferencedCIReferencedDocument	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument
384	ヘッダ部	UN01005579	ABIE	（文書ヘッダ参照）受注書クラス	文書ヘッダ契約が参照する受注書に関する情報からなるクラス。	ram:CIReferencedDocument	－	
385	ヘッダ部	UN01005580	BBIE	（文書ヘッダ参照）受注書番号	この文書ヘッダが参照する受注書に記載の文書番号	ram:IssuerAssignedID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument/ram:IssuerAssignedID
386	ヘッダ部	UN01005588	BBIE	（文書ヘッダ参照）受注書履歴番号	この文書ヘッダが参照する受注書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument/ram:RevisionID
387	ヘッダ部	UN01005961	ASBIE	文書ヘッダ契約／参照注文書グループ	文書ヘッダが参照する注文書に関するグループ。	ram:BuyerOrderReferencedCIReferencedDocument	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument
388	ヘッダ部	UN01005579	ABIE	（文書ヘッダ参照）注文書クラス	文書ヘッダが参照する注文書に関する情報からなるクラス。	ram:CIReferencedDocument	－	
389	ヘッダ部	UN01005580	BBIE	（文書ヘッダ参照）注文書番号	この文書ヘッダが参照する注文書に記載の文書番号。注文履歴番号(枝番)を利用している場合は「注文番号＋注文履歴番号」に変換する	ram:IssuerAssignedID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:IssuerAssignedID
390	ヘッダ部	UN01005588	BBIE	（文書ヘッダ参照）注文書履歴番号	この文書ヘッダが参照する注文書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:RevisionID
391	ヘッダ部	UN01005963	ASBIE	文書ヘッダ契約／参照契約書グループ	文書ヘッダが参照する契約書に関するグループ。	ram:ContractReferencedCIReferencedDocument	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeAgreement/ram:ContractReferencedCIReferencedDocument
392	ヘッダ部	UN01005579	ABIE	（文書ヘッダ参照）契約文書クラス	文書ヘッダが参照する契約文書に関る情報からなるクラス。	ram:CIReferencedDocument	－	
393	ヘッダ部	UN01005580	BBIE	（文書ヘッダ参照）契約文書番号	この文書ヘッダが参照する契約書に記載の文書番号	ram:IssuerAssignedID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeAgreement/ram:ContractReferencedCIReferencedDocument/ram:IssuerAssignedID
394	ヘッダ部	UN01005588	BBIE	（文書ヘッダ参照）契約書履歴番号	この文書が参照する契約書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeAgreement/ram:ContractReferencedCIReferencedDocument/ram:RevisionID
395	ヘッダ部	UN01005991	ASBIE	文書ヘッダ／配送グループ	文書ヘッダの配送に関する情報からなるグループ。	ram:SpecifiedCIILSupplyChainTradeDelivery	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery
396	ヘッダ部	UN01005968	ABIE	文書ヘッダ配送クラス	文書ヘッダの配送に関する情報からなるクラス。	ram:CIILSupplyChainTradeDelivery	－	
397	ヘッダ部	UN01005980	ASBIE	文書ヘッダ配送／納入先グループ	この文書ヘッダの納入先に関するグループ	ram:ShipToCITradeParty	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty
398	ヘッダ部	UN01005756	ABIE	納入先クラス	納入先に関する情報からなるクラス。	ram:CITradeParty	－	
399	ヘッダ部	UN01005757	BBIE	納入先識別子	納入先の企業/工場・事業所・事業部門等を表す発注者が付与した識別子。	ram:ID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:ID
400	ヘッダ部	UN01005758	BBIE	納入先国際企業識別子	納入先企業を表す国際企業識別子。	ram:GlobalID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:GlobalID
401	ヘッダ部	UN01005759	BBIE	納入先名称	納入先の企業/工場・事業所・事業部門等の名称	ram:Name	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:Name
402	ヘッダ部	UN01005762	ASBIE	納入先／住所グループ	納入先企業の住所情報に関するグループ。	ram:PostalCITradeAddress	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress
403	ヘッダ部	UN01005687	ABIE	納入先住所クラス	住所に関する情報からなるクラス。	ram:CITradeAddress	－	
404	ヘッダ部	UN01005689	BBIE	納入先郵便番号	納入先の郵便番号	ram:PostcodeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress/ram:PostcodeCode
405	ヘッダ部	UN01005692	BBIE	納入先住所1	納入先の住所1行目	ram:LineOne	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress/ram:LineOne
406	ヘッダ部	UN01005693	BBIE	納入先住所2	納入先の住所2行目。	ram:LineTwo	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress/ram:LineTwo
407	ヘッダ部	UN01005694	BBIE	納入先住所3	納入先の住所3行目。	ram:LineThree	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress/ram:LineThree
408	ヘッダ部	UN01005700	BBIE	納入先国識別子	納入先の国ID。デフォルトは「JP」	ram:CountryID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress/ram:CountryID
409	ヘッダ部	UN01005986	ASBIE	文書ヘッダ配送／イベントグループ	この文書ヘッダの発送イベントのグループ	ram:ActualDeliveryCISupplyChainEvent	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ActualDeliveryCISupplyChainEvent
410	ヘッダ部	UN01005626	ABIE	イベントクラス	配送にかかわるイベントのクラス	ram:CISupplyChainEvent	－	
411	ヘッダ部	UN01005628	BBIE	配送日	納入先へ発送した日時	ram:OccurrenceDateTime	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ActualDeliveryCISupplyChainEvent/ram:OccurrenceDateTime
412	ヘッダ部	UN01006039	ASBIE	文書ヘッダ配送／参照納品書グループ	この文書ヘッダが参照する納品書（出荷案内書、送り状等）のグループ	ram:DespatchAdviceReferencedCIReferencedDocument	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument
413	ヘッダ部	UN01005579	ABIE	（文書ヘッダ参照）納品書クラス	文書ヘッダが参照する納品書のクラス	ram:CIReferencedDocument	－	
414	ヘッダ部	UN01005580	BBIE	（文書ヘッダ参照）納品書番号	この文書ヘッダが参照する受注者が付番した納品書番号	ram:IssuerAssignedID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument/ram:IssuerAssignedID
415	ヘッダ部	UN01005588	BBIE	（文書ヘッダ参照）納品書履歴番号	この文書ヘッダが参照する納品書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument/ram:RevisionID
416	ヘッダ部	UN01009672	BBIE	（文書ヘッダ参照）納品書タイプコード	この文書ヘッダが参照する納品書のタイプを識別するコード\n＝「351」（Despatch advice）（デフォルト）	ram:TypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument/ram:TypeCode
417	ヘッダ部	UN01013318	BBIE	（文書ヘッダ参照）納品書類型コード	この文書ヘッダが参照する納品書の類型（適格請求書等対応、適格請求書等部分対応、適格請求書非適合）を識別するコード\nデフォルトは「適格請求書非適合」	ram:CategoryCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument/ram:CategoryCode
418	ヘッダ部	UN01014899	BBIE	（文書ヘッダ参照）文書サブタイプコード	この文書ヘッダが参照する納品書のサブタイプを識別するコード\n＝[35101](一般納品書：デフォルト）	ram:SubtypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument/ram:SubtypeCode
419	ヘッダ部	UN01006040	ASBIE	文書ヘッダ配送／参照出荷回答書グループ	この文書ヘッダが参照する出荷回答書のグループ	ram:ReceivingAdviceReferencedCIReferencedDocument	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ReceivingAdviceReferencedCIReferencedDocument
420	ヘッダ部	UN01005579	ABIE	（文書ヘッダ参照）出荷回答書クラス	文書ヘッダが参照する出荷回答書のクラス	ram:CIReferencedDocument	－	
421	ヘッダ部	UN01005580	BBIE	（文書ヘッダ参照）出荷回答書番号	この文書ヘッダが参照する発注者が付番した出荷回答書番号	ram:IssuerAssignedID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ReceivingAdviceReferencedCIReferencedDocument/ram:IssuerAssignedID
422	ヘッダ部	UN01005588	BBIE	（文書ヘッダ参照）出荷回答書履歴番号	この文書ヘッダが参照する出荷回答書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ReceivingAdviceReferencedCIReferencedDocument/ram:RevisionID
423	ヘッダ部	UN01009672	BBIE	（文書ヘッダ参照）出荷回答書タイプコード	この文書ヘッダが参照する出荷回答書のタイプを識別するコード\n＝「632」（Goods receipt）（デフォルト）	ram:TypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ReceivingAdviceReferencedCIReferencedDocument/ram:TypeCode
424	ヘッダ部	UN01014899	BBIE	（文書ヘッダ参照）文書サブタイプコード	この文書ヘッダが参照する出荷回答書のサブタイプを識別するコード\n＝[63201](出荷回答書：デフォルト）	ram:SubtypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ReceivingAdviceReferencedCIReferencedDocument/ram:SubtypeCode
425	ヘッダ部	UN01005992	ASBIE	文書ヘッダ／決済グループ	文書ヘッダの決済に関するグループ。\n文書タイプが「統合文書」を指定する場合にこのグループは任意。「単一文書」を指定する場合はこのグループは実装しない	ram:SpecifiedCIILSupplyChainTradeSettlement	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement
426	ヘッダ部	UN01005994	ABIE	文書ヘッダ決済クラス	文書ヘッダの決済に関する情報からなるクラス。	ram:CIILSupplyChainTradeSettlement	－	
427	ヘッダ部	UN01014647	BBIE	文書ヘッダ取引方向コード	この文書ヘッダの取引方向を識別するコード\nデフォルトは「プラス」	ram:DirectionCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:DirectionCode
428	ヘッダ部	UN01005998	ASBIE	文書ヘッダ決済／文書ヘッダ返金グループ	文書ヘッダの返金グループ	ram:SpecifiedCITradeAllowanceCharge	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge
429	ヘッダ部	UN01005706	ABIE	文書ヘッダ返金クラス	文書ヘッダ返金のクラス	ram:CITradeAllowanceCharge	 -	
430	ヘッダ部	UN01005707	BBIE	文書ヘッダ返金・追加請求識別子	文書ヘッダ返金と文書ヘッダ追加請求を識別する識別子\n属性：Fault=Allowance	ram:ChargeIndicator	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:ChargeIndicator
431	ヘッダ部	UN01005710	BBIE	文書ヘッダ返金計算率	この文書ヘッダ返金を計算するための率	ram:CalculationPercent	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:CalculationPercent
432	ヘッダ部	UN01005713	BBIE	文書ヘッダ返金金額	この文書ヘッダ返金の請求金悪	ram:ActualAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:ActualAmount
433	ヘッダ部	UN01005714	BBIE	文書ヘッダ返金理由コード	この文書ヘッダ返金の理由を識別するコード	ram:ReasonCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:ReasonCode
434	ヘッダ部	UN01005715	BBIE	文書ヘッダ返金理由	この文書ヘッダ返金の理由（内容）の説明	ram:Reason	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:Reason
435	ヘッダ部	UN01008286	BBIE	文書ヘッダ返金計算金額	この文書ヘッダ返金の計算根拠となる金額	ram:BasisAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:BasisAmount
436	ヘッダ部	UN01005716	ASBIE	文書ヘッダ返金／文書ヘッダ返金税グループ	文書ヘッダ返金の税に関するグループ	ram:CategoryCITradeTax	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:CategoryCITradeTax
437	ヘッダ部	UN01005832	ABIE	文書ヘッダ返金税クラス	文書ヘッダ返金の税クラス	ram:CITradeTax	－	
438	ヘッダ部	UN01005836	BBIE	文書ヘッダ返金税率	文書ヘッダ返金の税率	ram:CalculatedRate	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:CategoryCITradeTax/ram:CalculatedRate
439	ヘッダ部	UN01005841	BBIE	文書ヘッダ返金課税分類コード	文書ヘッダ返金の課税分類コード	ram:CategoryCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:CategoryCITradeTax/ram:CategoryCode
440	ヘッダ部	UN01005998	ASBIE	文書ヘッダ文書決済／文書ヘッダ追加請求グループ	文書ヘッダの文書ヘッダ追加請求のグループ	ram:SpecifiedCITradeAllowanceCharge	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge
441	ヘッダ部	UN01005706	ABIE	文書ヘッダ追加請求クラス	文書ヘッダ返金・追加請求のクラス	ram:CITradeAllowanceCharge	 -	
442	ヘッダ部	UN01005707	BBIE	文書ヘッダ追加請求識別子	文書ヘッダ返金と文書ヘッダ追加請求を識別する識別子\n属性：True＝Charge	ram:ChargeIndicator	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:ChargeIndicator
443	ヘッダ部	UN01005710	BBIE	文書ヘッダ追加請求計算率	この文書ヘッダ追加請求を計算するための率	ram:CalculationPercent	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:CalculationPercent
444	ヘッダ部	UN01005713	BBIE	文書ヘッダ追加請求金額	この文書ヘッダ追加請求の請求金悪	ram:ActualAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:ActualAmount
445	ヘッダ部	UN01005714	BBIE	文書ヘッダ追加請求理由コード	この文書ヘッダ追加請求の理由を識別するコード	ram:ReasonCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:ReasonCode
446	ヘッダ部	UN01005715	BBIE	文書ヘッダ追加請求理由	この文書ヘッダ追加請求の理由（内容）の説明	ram:Reason	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:Reason
447	ヘッダ部	UN01008286	BBIE	文書ヘッダ追加請求計算金額	この文書ヘッダ追加請求の計算根拠となる金額	ram:BasisAmount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:BasisAmount
448	ヘッダ部	UN01005716	ASBIE	文書ヘッダ返金／文書ヘッダ追加請求税グループ	文書ヘッダ追加請求の税に関するグループ	ram:CategoryCITradeTax	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:CategoryCITradeTax
449	ヘッダ部	UN01005832	ABIE	文書ヘッダ追加請求税クラス	文書ヘッダ追加請求の税クラス	ram:CITradeTax	－	
450	ヘッダ部	UN01005836	BBIE	文書ヘッダ追加請求税率	文書ヘッダ追加請求の税率	ram:CalculatedRate	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:CategoryCITradeTax/ram:CalculatedRate
451	ヘッダ部	UN01005841	BBIE	文書ヘッダ追加請求課税分類コード	文書ヘッダ追加請求の課税分類コード	ram:CategoryCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:SpecifiedCITradeAllowanceCharge/ram:CategoryCITradeTax/ram:CategoryCode
452	ヘッダ部	UN01005996	ASBIE	文書ヘッダ決済／文書ヘッダ税グループ	文書ヘッダの税に関するグループ。	ram:ApplicableCITradeTax	1..n	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:ApplicableCITradeTax
453	ヘッダ部	UN01005832	ABIE	文書ヘッダ税クラス	文書ヘッダの税に関する情報からなるクラス	ram:CITradeTax	 -	
454	ヘッダ部	UN01005833	BBIE	文書ヘッダ課税分類税額	文書ヘッダの課税分類毎に端数処理計算した税額。\n文書ヘッダ課税分類資産譲渡合計金額×税率\n算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする	ram:CalculatedAmount	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:CalculatedAmount
455	ヘッダ部	UN01005834	BBIE	文書ヘッダ税タイプコード	税の種類(消費税、所得税など）を識別するコード。デフォルトは消費税	ram:TypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:TypeCode
456	ヘッダ部	UN01005839	BBIE	文書ヘッダ課税分類譲渡資産合計金額（税抜き）	明細行の課税分類毎の税抜き譲渡資産金額の合計金額\n文書ヘッダ譲渡資産総合計金額（税抜き）＝∑明細行譲渡資産金額（税抜き）＋Σ文書ヘッダ追加請求金額ーΣ文書ヘッダ返金金額	ram:BasisAmount	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:BasisAmount
457	ヘッダ部	UN01005841	BBIE	文書ヘッダ課税分類コード	文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード\n課税分類ごとにクラスを設ける	ram:CategoryCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:CategoryCode
